D01,D02,D03,D04,FEVD01,FEVD03,FEVD02,FEVD04,step,pD01_ll,pD01_ul,pD02_ll,pD02_ul,pD03_ll,pD03_ul,pD04_ll,pD04_ul,pFEVD01_ll,pFEVD01_ul,pFEVD03_ll,pFEVD03_ul,pFEVD02_ll,pFEVD02_ul,pFEVD04_ll,pFEVD04_ul,nD01_ll,nD01_ul,nD02_ll,nD02_ul,nD03_ll,nD03_ul,nD04_ll,nD04_ul,nFEVD01_ll,nFEVD01_ul,nFEVD03_ll,nFEVD03_ul,nFEVD02_ll,nFEVD02_ul,nFEVD04_ll,nFEVD04_ul
.0014038191,.021194628,.0052439813,.079389721,.97365475,.026345275,.04369938,.95630062,41,.000053186228,.0022601911,.0029245359,.027667275,.00017697318,.0074544312,.01677968,.083835363,.95039141,.99689293,.0031070868,.049608588,.0083394963,.093082502,.90691751,.99166048,.0001805193,.0026271187,.0086747818,.033714473,.001484354,.0090036085,.044402171,.11437728,.94823772,.99907178,.0009282229,.051762328,-.0024708079,.089869566,.91013044,1.0024709
.0013473772,.020353891,.0050359108,.076239489,.9735657,.026434289,.043768741,.95623124,42,.000048331356,.0021819288,.0027503176,.026626002,.00016285112,.0071925209,.015494894,.080495104,.95031631,.99689096,.0031090421,.049683712,.0083399946,.093207106,.90679288,.99166,.00017383794,.0025209163,.0082633151,.032444466,.0014235441,.0086482773,.042192467,.11028652,.94807005,.99906135,.00093861576,.051929962,-.0024489982,.089986481,.9100135,1.002449
.0012933501,.019546447,.0048360932,.073214263,.97348362,.026516365,.043832339,.95616764,43,.000044034503,.0021066493,.0025866781,.025624044,.00014990533,.0069398126,.014285482,.077287965,.95024896,.99688923,.0031107541,.049751036,.008340423,.093320638,.90667939,.99165958,.00016739333,.0024193071,.0078701843,.031222712,.0013648471,.0083073396,.040096644,.10633188,.94791573,.99905151,.00094849395,.052084237,-.0024282329,.090092912,.90990704,1.0024282
.0012416007,.018770995,.0046442021,.07030908,.97340798,.026592044,.043890681,.95610934,44,.000040209427,.0020161623,.0024329633,.024659932,.0001380305,.006695983,.01316894,.074208632,.95018864,.99688774,.0031122533,.049811371,.0083407927,.093424171,.9065758,.99165922,.00016115092,.0023220505,.0074946717,.030047318,.0013082138,.0079801902,.038108371,.10250979,.94777381,.99904215,.00095786154,.052226227,-.0024084998,.090189859,.90981019,1.0024085
.0011920065,.018026274,.0044599236,.067519173,.97333819,.026661824,.043944221,.95605576,45,.000036786601,.0019250163,.0022885595,.023732243,.00012713209,.0064607207,.012139712,.071252026,.95013452,.99688643,.003113566,.04986544,.0083411094,.093518674,.90648133,.99165887,.00015508641,.0022289266,.0071360734,.028916476,.0012535939,.0076662535,.036221698,.098816656,.9476431,.99903327,.00096672412,.052356925,-.0023897786,.090278223,.90972179,1.0023898
.001144458,.017311076,.004282956,.064839974,.97327381,.026726168,.043993376,.95600665,46,.000033717479,.0018380457,.0021528928,.022814274,.0001171249,.0062337248,.011190964,.068413235,.95006806,.9968853,.0031147157,.049931958,.0083413832,.093604997,.90639502,.99165857,.00014918293,.0021397329,.0067936974,.027828453,.001200936,.0073649758,.034431029,.09524893,.94752276,.99902487,.00097509346,.052477241,-.0023720444,.090358794,.90964121,1.002372
.0010988553,.016624235,.0041130097,.062267091,.97321451,.026785498,.044038519,.95596147,47,.000031140877,.0017550476,.0020254243,.021861993,.00010793196,.0060035256,.010316402,.065687574,.94998854,.99688423,.0031157222,.050011456,.0083416179,.093683913,.9063161,.99165839,.00014342912,.0020542815,.0064668711,.026781598,.0011501884,.0070758304,.032731101,.091803081,.94741201,.999017,.00098298269,.052588016,-.0023552713,.090432309,.90956765,1.0023552
.0010551073,.015964631,.0039498056,.0597963,.97315979,.026840208,.044079989,.95591998,48,.000028783075,.0016758321,.0019056496,.020949487,.000099483645,.0057619214,.0095102191,.063070536,.94991595,.99688339,.0031166037,.050084047,.0083418209,.093756124,.90624392,.99165821,.00013781749,.0019723971,.0061549381,.025774322,.0011012988,.0067983125,.031116977,.088475622,.94730997,.99900961,.00099040591,.052690011,-.0023394304,.090499409,.90950054,1.0023394
.0010131297,.015331186,.0037930773,.057423551,.97310936,.026890656,.044118103,.95588189,49,.000026620553,.0016002199,.0017930956,.02007509,.000091716807,.0055301683,.0087670693,.060557775,.94984967,.99688268,.0031173755,.050150346,.0083419951,.093822226,.90617776,.99165797,.00013234334,.0018939162,.0058572632,.02480511,.0010542147,.0065319398,.029584002,.085263096,.94721609,.99900264,.00099737872,.052783933,-.0023244817,.09056069,.90943933,1.0023245
.00097284408,.014722869,.0036425674,.055144951,.97306281,.026937174,.044153135,.95584685,50,.000024633333,.0015280419,.0016873188,.019237217,.000084574072,.0053078602,.0080820192,.058145151,.94978911,.99688196,.0031180512,.050210904,.008342145,.093882799,.9061172,.99165785,.00012700382,.0018186843,.0055732294,.023872508,.0010088837,.0062762513,.028127797,.082162105,.94712955,.99899608,.0010039167,.05287043,-.0023103971,.090616666,.9093833,1.0023104
